CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
7433,22,72,1-22-2017-072-09,9,1,1,1,1,3,9,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,1,2,2,1,1,2,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,1,4,6,2,6,1,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,1,5,6,1,6,1,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,2,2,2,2,1,2,366.95208876298200000000,12,2
7434,22,73,1-22-2017-073-03,3,1,1,1,1,3,3,52.60059946373740000000,12,2
7673,22,83,1-22-2017-083-01,1,1,1,1,1,2,3,167.84368571586900000000,12,2
7729,22,86,1-22-2017-086-02,2,1,1,1,1,2,3,93.68323915589070000000,12,2
7781,22,88,1-22-2017-088-09,9,1,1,1,1,2,3,303.05820271233400000000,12,2
7782,22,89,1-22-2017-089-06,6,1,2,2,2,1,2,72.47892167535970000000,12,2
8220,22,106,1-22-2017-106-09,9,1,1,1,1,2,3,1949.08373954124000000000,12,2
8375,22,109,1-22-2017-109-05,5,1,1,1,1,2,4,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,1,2,2,2,1,1,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,1,3,2,2,1,1,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,1,4,2,2,1,1,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,1,7,2,2,1,1,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,1,10,2,1,1,1,87.19041119697200000000,12,2
8720,22,117,1-22-2017-117-08,8,1,1,1,1,2,1,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,2,2,2,6,1,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,3,2,2,6,1,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,5,2,2,1,1,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,8,2,2,6,1,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,10,2,1,1,1,286.84031103618500000000,12,2
8814,22,118,1-22-2017-118-05,5,1,1,1,1,2,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,2,2,2,6,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,3,2,2,1,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,4,2,2,6,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,5,2,1,6,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,7,2,2,6,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,8,2,1,6,1,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,10,2,1,6,1,106.50308289546700000000,12,2
8877,22,119,1-22-2017-119-01,1,1,1,1,1,3,9,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,2,2,2,6,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,3,2,2,6,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,4,6,2,1,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,5,6,2,1,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,6,6,1,6,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,7,6,2,1,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,8,6,2,1,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,9,6,1,1,1,96.89001789784920000000,12,2
8877,22,119,1-22-2017-119-01,1,1,10,6,1,6,1,96.89001789784920000000,12,2
6523,23,19,1-23-2017-019-06,6,1,3,2,9,6,1,299.44176983629100000000,5,2
6523,23,19,1-23-2017-019-06,6,2,3,3,9,6,1,299.44176983629100000000,5,2
6523,23,19,1-23-2017-019-06,6,2,10,99,1,6,1,299.44176983629100000000,5,2
6737,23,28,1-23-2017-028-03,3,1,2,2,2,6,1,266.70901729306100000000,5,2
6737,23,28,1-23-2017-028-03,3,1,5,6,2,6,1,266.70901729306100000000,5,2
6737,23,28,1-23-2017-028-03,3,2,1,1,1,2,3,266.70901729306100000000,5,2
6772,23,30,1-23-2017-030-09,9,1,1,1,1,2,1,1244.94209992097000000000,5,2
6772,23,30,1-23-2017-030-09,9,1,2,99,9,6,1,1244.94209992097000000000,5,2
6772,23,30,1-23-2017-030-09,9,1,3,99,9,6,1,1244.94209992097000000000,5,2
6772,23,30,1-23-2017-030-09,9,1,10,6,1,1,1,1244.94209992097000000000,5,2
6856,23,34,1-23-2017-034-02,2,1,1,1,1,2,9,66.34311433204550000000,5,2
7088,23,47,1-23-2017-047-07,7,1,1,1,1,2,3,527.73963605833200000000,5,2
7149,23,52,1-23-2017-052-03,3,1,2,2,9,6,1,209.71980600659600000000,5,2
7347,23,61,1-23-2017-061-04,4,1,2,3,2,6,1,703.85275360393300000000,5,2
7923,23,87,1-23-2017-087-07,7,2,8,5,1,6,1,547.74658299483300000000,5,2
8685,23,122,1-23-2017-122-06,6,2,2,2,2,1,2,344.12302557765400000000,5,2
8845,23,129,1-23-2017-129-03,3,1,2,2,9,1,2,222.50088883826900000000,5,2
8995,23,134,1-23-2017-134-08,8,1,1,1,1,2,9,65.32347782764800000000,5,2
6300,24,10,1-24-2017-010-06,6,1,1,1,1,2,2,757.58367996964900000000,1,2
6390,24,14,1-24-2017-014-01,1,2,1,1,1,2,3,176.18296182348300000000,1,2
6391,24,15,1-24-2017-015-05,5,1,1,1,1,2,3,127.74841654304300000000,1,2
6435,24,16,1-24-2017-016-03,3,2,2,2,2,1,8,427.57748639943300000000,1,2
6473,24,19,1-24-2017-019-02,2,2,1,1,1,1,3,89.59015041285330000000,1,2
6574,24,23,1-24-2017-023-06,6,1,2,2,2,1,8,1426.27999266478000000000,1,2
6623,24,25,1-24-2017-025-03,3,2,1,1,1,2,3,239.02638156329500000000,1,2
6702,24,29,1-24-2017-029-01,1,1,1,1,1,9,9,102.18628843108400000000,1,2
6938,24,42,1-24-2017-042-06,6,1,1,1,1,1,3,668.21132812746700000000,1,2
7621,24,76,1-24-2017-076-09,9,1,1,1,1,2,3,1266.84671863886000000000,1,2
7710,24,84,1-24-2017-084-03,3,1,2,99,2,1,2,176.84505609542000000000,1,2
7769,24,86,1-24-2017-086-02,2,2,1,1,1,1,2,112.00982559758300000000,1,2
7872,24,92,1-24-2017-092-10,10,1,1,1,1,1,3,5907.93595895522000000000,1,2
8112,24,106,1-24-2017-106-04,4,2,1,1,1,1,3,1255.21425961594000000000,1,2
8993,24,143,1-24-2017-143-04,4,2,2,2,1,1,2,968.17697393634800000000,1,2
9059,24,144,1-24-2017-144-09,9,1,1,1,1,2,9,2200.61571467920000000000,1,2
6774,25,6,1-25-2017-006-06,6,1,1,1,1,1,3,346.70031159718800000000,2,2
7595,25,20,1-25-2017-020-02,2,1,1,1,1,2,9,79.59160302730870000000,2,2
7711,25,24,1-25-2017-024-01,1,1,1,1,1,2,3,94.69738684641720000000,2,2
8451,25,45,1-25-2017-045-05,5,2,1,1,1,1,2,180.29805951285100000000,2,2
8487,25,46,1-25-2017-046-01,1,1,1,1,1,2,3,316.67564690482100000000,2,2
8628,25,47,1-25-2017-047-01,1,1,1,1,1,2,3,220.04999258550400000000,2,2
8628,25,47,1-25-2017-047-01,1,2,1,1,1,9,3,220.04999258550400000000,2,2
6972,26,26,1-26-2017-026-03,3,1,1,1,1,2,3,255.55207987794600000000,10,2
8203,26,61,1-26-2017-061-03,3,1,1,1,1,2,3,601.52033181196000000000,10,2
8932,26,82,1-26-2017-082-09,9,1,1,1,1,2,3,2929.00632154116000000000,10,2
9043,26,85,1-26-2017-085-03,3,2,1,1,1,2,3,285.16876480189000000000,10,2
7359,27,9,1-27-2017-009-03,3,2,2,2,2,1,2,385.47007583550300000000,3,2
7432,27,10,1-27-2017-010-03,3,2,1,1,1,2,3,249.63189607278600000000,3,2
7432,27,10,1-27-2017-010-03,3,2,8,2,1,6,1,249.63189607278600000000,3,2
8349,27,26,1-27-2017-026-02,2,2,1,1,1,2,3,45.16269853089900000000,3,2
8610,27,31,1-27-2017-031-04,4,1,2,2,2,1,2,1031.18363427330000000000,3,2
6297,28,5,1-28-2017-005-08,8,1,1,1,1,2,3,822.52828887404300000000,3,2
6429,28,8,1-28-2017-008-01,1,1,2,2,2,6,1,180.15142714186900000000,3,2
6811,28,18,1-28-2017-018-06,6,1,1,1,1,2,3,185.20971671486200000000,3,2
7043,28,24,1-28-2017-024-06,6,1,1,1,1,2,3,108.49822717474500000000,3,2
7043,28,24,1-28-2017-024-06,6,2,1,1,1,2,3,108.49822717474500000000,3,2
7097,28,26,1-28-2017-026-02,2,1,1,1,1,2,9,81.13717102787040000000,3,2
7097,28,26,1-28-2017-026-02,2,2,1,1,1,2,3,81.13717102787040000000,3,2
7287,28,33,1-28-2017-033-06,6,1,1,1,1,2,9,79.41392918444080000000,3,2
7756,28,43,1-28-2017-043-08,8,1,1,1,1,2,3,124.87171752246000000000,3,2
7810,28,46,1-28-2017-046-01,1,1,1,1,1,9,3,128.05981891792600000000,3,2
7880,28,47,1-28-2017-047-01,1,1,1,1,1,2,9,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,2,2,2,6,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,3,2,2,6,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,4,2,3,1,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,5,2,1,1,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,7,2,4,1,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,8,2,1,1,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,10,2,1,6,1,137.69706046310000000000,3,2
7880,28,47,1-28-2017-047-01,1,1,13,6,4,6,1,137.69706046310000000000,3,2
7881,28,48,1-28-2017-048-01,1,1,2,2,2,1,2,137.69706046310000000000,3,2
7983,28,50,1-28-2017-050-08,8,1,1,1,1,2,3,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,2,2,4,6,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,3,2,4,6,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,4,6,2,1,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,5,6,1,6,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,7,6,2,1,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,8,6,1,6,1,151.38868649781500000000,3,2
7983,28,50,1-28-2017-050-08,8,1,10,6,2,6,1,151.38868649781500000000,3,2
8104,28,54,1-28-2017-054-09,9,1,1,1,1,2,3,572.42584003220600000000,3,2
8104,28,54,1-28-2017-054-09,9,1,2,99,2,1,1,572.42584003220600000000,3,2
8104,28,54,1-28-2017-054-09,9,1,3,99,4,2,1,572.42584003220600000000,3,2
8104,28,54,1-28-2017-054-09,9,1,10,1,1,1,1,572.42584003220600000000,3,2
8412,28,61,1-28-2017-061-03,3,1,1,1,1,1,3,120.20143800652600000000,3,2
8704,28,64,1-28-2017-064-09,9,1,1,1,1,1,3,3000.90381316687000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,1,1,1,2,9,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,2,2,3,1,2,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,3,2,2,6,1,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,4,2,2,1,1,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,5,2,1,1,1,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,7,2,2,1,1,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,8,2,1,1,1,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,10,2,1,6,1,104.63450295258000000000,3,2
8965,28,69,1-28-2017-069-01,1,1,1,1,1,2,9,116.18551682354700000000,3,2
6499,29,8,1-29-2017-008-06,6,1,1,1,1,2,3,540.08890513671200000000,2,2
6865,29,17,1-29-2017-017-02,2,2,1,1,1,3,5,81.43047605260140000000,2,2
8254,29,26,1-29-2017-026-06,6,1,1,1,1,1,3,856.28520130842600000000,2,2
8876,29,38,1-29-2017-038-08,8,1,1,1,1,2,6,411.50862525764600000000,2,2
6274,30,7,1-30-2017-007-03,3,1,1,1,1,2,3,195.27034061758200000000,10,2
6369,30,15,1-30-2017-015-04,4,2,1,99,1,9,9,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,2,99,9,6,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,3,99,9,6,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,4,99,2,6,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,5,99,1,1,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,7,99,2,6,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,8,99,1,6,1,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,98,2,1,6,1,1749.48622189022000000000,10,2
7327,30,57,1-30-2017-057-05,5,2,1,1,1,1,3,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,2,2,2,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,3,2,2,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,4,2,2,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,5,2,1,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,7,2,2,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,8,2,1,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,10,2,1,1,1,127.57237189256300000000,10,2
7396,30,61,1-30-2017-061-03,3,1,1,1,1,1,3,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,1,1,1,2,3,539.22936404511500000000,10,2
7612,30,65,1-30-2017-065-04,4,2,1,1,1,1,3,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,2,2,4,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,3,2,2,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,4,2,2,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,5,2,1,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,6,2,1,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,7,2,2,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,8,2,1,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,9,2,1,1,1,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,10,2,1,1,1,1466.95760247911000000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,1,1,1,3,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,2,2,2,1,1,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,3,2,2,1,1,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,10,2,1,1,1,435.40505207481300000000,10,2
8434,30,88,1-30-2017-088-08,8,1,1,1,1,4,1,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,2,2,2,6,1,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,3,2,2,6,1,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,4,2,2,6,1,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,7,2,2,6,1,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,10,2,1,6,1,1381.56410226577000000000,10,2
8568,30,93,1-30-2017-093-05,5,2,1,1,1,2,3,214.96984617807500000000,10,2
8639,30,95,1-30-2017-095-05,5,1,1,1,1,1,3,205.62948498335200000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,1,1,2,6,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,2,2,2,6,1,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,3,2,2,6,1,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,4,5,9,1,1,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,7,5,2,6,1,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,10,5,1,6,1,61.32447502117920000000,10,2
8950,30,106,1-30-2017-106-10,10,1,2,2,2,1,2,9575.19094404344000000000,10,2
8110,31,42,1-31-2017-042-08,8,1,13,99,2,4,9,533.58540815661800000000,6,2
8501,31,43,1-31-2017-043-08,8,1,1,1,1,3,3,595.99305823341500000000,6,2
6305,32,9,1-32-2017-009-01,1,1,1,1,1,2,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,2,2,9,6,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,3,2,9,6,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,4,2,9,6,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,7,2,9,6,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,10,2,1,6,1,360.85524013826500000000,7,2
6392,32,13,1-32-2017-013-01,1,1,1,1,1,4,9,473.93014835835700000000,7,2
6860,32,36,1-32-2017-036-03,3,1,1,1,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,2,3,2,1,2,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,3,3,2,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,4,4,2,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,5,4,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,6,4,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,7,4,2,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,8,4,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,9,4,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,1,10,6,2,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,2,1,1,1,1,3,1642.02097146795000000000,7,2
7011,32,46,1-32-2017-046-02,2,1,1,1,1,2,3,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,2,5,2,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,3,5,2,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,4,5,2,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,5,5,1,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,7,5,2,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,8,5,1,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,10,5,1,1,1,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,1,13,6,4,1,1,199.81596105114200000000,7,2
7255,32,64,1-32-2017-064-06,6,1,1,1,1,1,3,967.18787873412400000000,7,2
7355,32,71,1-32-2017-071-09,9,1,1,1,1,1,3,7001.44042044344000000000,7,2
7814,32,94,1-32-2017-094-03,3,1,1,1,1,1,3,804.13036559925200000000,7,2
7815,32,95,1-32-2017-095-02,2,2,1,1,1,1,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,2,2,2,1,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,3,2,2,6,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,4,6,2,1,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,5,6,1,1,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,7,6,2,1,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,8,6,1,6,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,10,6,2,6,1,62.53208869677920000000,7,2
7815,32,95,1-32-2017-095-02,2,2,13,99,2,1,1,62.53208869677920000000,7,2
7917,32,100,1-32-2017-100-06,6,1,1,1,1,9,9,1559.46989103299000000000,7,2
7917,32,100,1-32-2017-100-06,6,1,3,99,9,9,9,1559.46989103299000000000,7,2
8060,32,110,1-32-2017-110-02,2,1,1,1,1,1,3,86.24958115609160000000,7,2
8196,32,118,1-32-2017-118-03,3,2,1,1,1,1,3,1013.05107228539000000000,7,2
8482,32,130,1-32-2017-130-02,2,1,1,1,1,2,9,122.37293885271400000000,7,2
8559,32,137,1-32-2017-137-02,2,2,1,1,1,2,3,68.76183965759140000000,7,2
8592,32,138,1-32-2017-138-06,6,1,1,1,1,1,3,1714.99079327111000000000,7,2
8794,32,146,1-32-2017-146-01,1,1,2,5,2,6,1,249.08747836634000000000,7,2
8890,32,152,1-32-2017-152-01,1,1,1,1,1,3,5,174.50197157516000000000,7,2
6593,33,20,1-33-2017-020-03,3,1,1,1,1,2,9,100.55935913971500000000,12,2
6836,33,34,1-33-2017-034-08,8,1,1,1,1,2,9,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,2,2,2,6,1,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,3,2,2,6,1,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,4,2,1,6,1,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,7,2,1,6,1,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,10,2,1,6,1,217.88413356587100000000,12,2
6836,33,34,1-33-2017-034-08,8,1,13,2,2,6,1,217.88413356587100000000,12,2
6872,33,36,1-33-2017-036-01,1,1,1,1,1,2,3,90.08029465455380000000,12,2
6999,33,41,1-33-2017-041-09,9,1,1,1,1,1,3,731.68711279944900000000,12,2
7386,33,65,1-33-2017-065-09,9,1,1,1,1,2,9,231.34839188833400000000,12,2
7450,33,66,1-33-2017-066-01,1,2,1,1,1,5,9,94.84064786737410000000,12,2
7676,33,74,1-33-2017-074-09,9,1,10,2,1,6,1,885.89725164489400000000,12,2
7676,33,74,1-33-2017-074-09,9,2,10,2,1,1,8,885.89725164489400000000,12,2
8014,33,90,1-33-2017-090-01,1,1,1,1,1,2,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,2,2,4,1,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,3,2,3,1,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,4,2,9,6,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,5,6,1,6,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,7,2,3,1,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,8,6,1,1,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,10,6,2,1,1,72.21386212384040000000,12,2
8014,33,90,1-33-2017-090-01,1,1,13,6,2,1,1,72.21386212384040000000,12,2
8085,33,92,1-33-2017-092-02,2,1,1,1,1,3,9,66.33530947609500000000,12,2
